,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,date_key,day_of_week,month,year,quarter,is_holiday,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,shopping_mall,city,province_state,country,payment_method,card_type,Unnamed: 3
3239,103239,Oral Care,Mouthwash,3,17.83,20,901,2021-11-27,7,2021-11-27,Saturday,November,2021,2021Q4,1,Rebecca,Thomas,Male,58.0,1966-07-15,fpowell@hotmail.com,+1-576-113-8951,0.0,486.0,4.0,1.0,2022-10-03,2.0,398.55,The Trafford Centre,Manchester,Greater Manchester,UK,Cash,,
3240,103240,Skin Care,Lip Balm,1,96.32,37,764,2023-03-31,8,2023-03-31,Friday,March,2023,2023Q1,0,Terry,Bauer,Male,27.0,1997-12-12,kevin14@yahoo.com,(523)283-3512x95252,1.0,1310.0,3.0,1.0,2024-09-19,34.0,421.68,Bloor-Yorkville,Toronto,Ontario,Canada,BNPL (Buy Now, Pay Later),
3241,103241,Skin Care,Face Wash,1,95.19,51,890,2023-07-23,9,2023-07-23,Sunday,July,2023,2023Q3,1,Natalie,Camacho,Male,18.0,2006-04-13,pachecocorey@russell.biz,+1-367-301-6269x0213,1.0,1746.0,10.0,1.0,2022-03-29,36.0,338.12,CambridgeSide,Cambridge,Massachusetts,US,Apple Pay,,
3242,103242,Skin Care,Moisturizer,1,39.92,35,353,2024-12-04,9,2024-12-04,Wednesday,December,2024,2024Q4,0,Scott,Chang,Female,34.0,1990-10-25,nguyenjerome@yahoo.com,540-802-4310,1.0,813.0,8.0,0.0,2022-06-20,27.0,148.66,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Apple Pay,,
3243,103243,Skin Care,Face Wash,3,12.22,31,837,2024-04-03,3,2024-04-03,Wednesday,April,2024,2024Q2,0,Melissa,Jones,Other,19.0,2006-01-04,jennasmith@thompson.net,+1-152-588-0918x57817,0.0,1434.0,1.0,1.0,2022-08-30,19.0,244.08,Cherry Creek Shopping Center,Denver,Colorado,US,Credit Card - AMEX,AMEX,
3244,103244,Skin Care,Face Wash,4,74.3,16,647,2024-02-12,8,2024-02-12,Monday,February,2024,2024Q1,0,Amanda,Medina,Other,67.0,1957-07-20,carol24@stein-powell.biz,542-595-1892x05994,1.0,1732.0,9.0,1.0,2020-01-16,15.0,136.99,The Oracle,Reading,Berkshire,UK,BNPL (Buy Now, Pay Later),
3245,103245,Body Care and Hygiene,Hand Sanitizer,3,14.77,1,646,2024-11-19,6,2024-11-19,Tuesday,November,2024,2024Q4,0,Thomas,Bates,Other,28.0,1997-01-10,xbailey@hanson.net,001-431-776-5164x38338,0.0,1624.0,10.0,1.0,2022-03-31,37.0,486.99,Mall of America,Bloomington,Minnesota,US,PayPal,,
3246,103246,Body Care and Hygiene,Deodorant,3,27.03,57,164,2024-06-26,8,2024-06-26,Wednesday,June,2024,2024Q2,0,Alexander,Mccormick,Male,34.0,1990-04-10,umalone@hotmail.com,+1-594-515-4598x46872,0.0,1198.0,9.0,1.0,2020-12-08,11.0,463.54,The Gardens Mall,Palm Beach Gardens,Florida,US,BNPL (Buy Now, Pay Later),
3247,103247,Hair Care,Hair Oil,1,12.43,2,778,2024-05-21,7,2024-05-21,Tuesday,May,2024,2024Q2,0,Steven,Espinoza,Male,70.0,1955-01-14,qtaylor@jordan.org,(779)507-0165,0.0,489.0,10.0,1.0,2025-01-16,46.0,161.7,The Galleria,Houston,Texas,US,Cash,,
3248,103248,Oral Care,Toothpaste,2,12.15,31,577,2022-09-09,8,2022-09-09,Friday,September,2022,2022Q3,0,Michael,Alvarez,Male,54.0,1970-10-08,manningcourtney@hotmail.com,(413)589-7295x24406,1.0,990.0,4.0,1.0,2022-01-09,44.0,167.82,Cherry Creek Shopping Center,Denver,Colorado,US,BNPL (Buy Now, Pay Later),
3249,103249,Oral Care,Toothpaste,2,19.26,41,386,2021-02-02,6,2021-02-02,Tuesday,February,2021,2021Q1,0,Jeffrey,Johnson,Other,69.0,1955-06-30,davidadkins@franklin.com,001-639-929-0423x835,0.0,125.0,3.0,0.0,2020-02-21,26.0,149.38,Stanford Shopping Center,Palo Alto,California,US,PayPal,,
3250,103250,Skin Care,Face Wash,4,62.26,27,112,2022-01-03,1,2022-01-03,Monday,January,2022,2022Q1,0,Amanda,Webster,Other,44.0,1980-04-14,gmiller@hotmail.com,+1-266-277-1069x0487,1.0,1346.0,10.0,0.0,2021-06-13,11.0,243.42,Oakbrook Center,Oak Brook,Illinois,US,Credit Card - Visa,Visa,
3251,103251,Oral Care,Mouthwash,4,6.54,10,385,2021-07-12,6,2021-07-12,Monday,July,2021,2021Q3,0,Christopher,Coffey,Other,30.0,1994-11-09,stephanie88@adams.com,+1-118-307-0271x20749,1.0,1625.0,1.0,1.0,2020-10-03,44.0,491.62,South Coast Plaza,Costa Mesa,California,US,PayPal,,
3252,103252,Oral Care,Mouthwash,3,6.26,42,882,2023-01-24,6,2023-01-24,Tuesday,January,2023,2023Q1,0,Anne,Murphy,Male,23.0,2001-07-17,reneecameron@hotmail.com,+1-115-012-1971x42070,1.0,825.0,3.0,0.0,2023-01-11,15.0,37.14,Brookfield Place,New York,New York,US,PayPal,,
3253,103253,Skin Care,Face Wash,1,89.77,49,260,2023-08-11,4,2023-08-11,Friday,August,2023,2023Q3,0,Margaret,Wood,Other,61.0,1963-11-12,gmack@green.com,+1-688-120-3260,1.0,970.0,1.0,1.0,2024-09-25,43.0,423.66,NorthPark Center,Dallas,Texas,US,Debit Card - Visa,Visa,
3254,103254,Body Care and Hygiene,Deodorant,4,6.69,42,171,2021-07-23,5,2021-07-23,Friday,July,2021,2021Q3,0,Nicole,Burns,Female,34.0,1990-11-06,george54@kelly.info,(126)764-6022,0.0,811.0,4.0,1.0,2022-04-19,25.0,390.67,Brookfield Place,New York,New York,US,Debit Card - MasterCard,MasterCard,
3255,103255,Skin Care,Sunscreen,2,43.27,47,167,2024-02-10,8,2024-02-10,Saturday,February,2024,2024Q1,1,Tricia,Potts,Female,34.0,1990-12-08,rayaimee@patton.com,442-418-5847,0.0,479.0,1.0,1.0,2023-07-24,28.0,466.13,The Americana at Brand,Glendale,California,US,BNPL (Buy Now, Pay Later),
3256,103256,Oral Care,Toothpaste,1,2.14,19,930,2020-07-07,10,2020-07-07,Tuesday,July,2020,2020Q3,0,Krystal,Smith,Female,43.0,1981-04-16,thompsoncorey@hotmail.com,828-410-1293x62714,0.0,1672.0,1.0,1.0,2021-04-28,34.0,92.54,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Google Pay,,
3257,103257,Body Care and Hygiene,Hand Sanitizer,3,18.63,25,483,2024-04-28,10,2024-04-28,Sunday,April,2024,2024Q2,1,Robert,King,Other,41.0,1983-07-23,fowlervictoria@yahoo.com,588-630-7973x607,1.0,1531.0,5.0,1.0,2021-06-23,49.0,491.4,Lenox Square,Atlanta,Georgia,US,Google Pay,,
3258,103258,Oral Care,Toothpaste,3,2.95,22,707,2021-08-17,6,2021-08-17,Tuesday,August,2021,2021Q3,0,Christopher,George,Male,24.0,2000-12-30,wendybrown@williams-wright.com,001-188-578-7768,0.0,720.0,6.0,1.0,2022-06-24,49.0,293.42,Tysons Corner Center,McLean,Virginia,US,PayPal,,
3259,103259,Oral Care,Mouthwash,4,15.6,30,451,2020-03-29,2,2020-03-29,Sunday,March,2020,2020Q1,1,Adam,Copeland,Male,51.0,1974-02-23,jose80@gmail.com,+1-376-518-6317x247,0.0,979.0,7.0,1.0,2021-08-19,35.0,461.17,Westfield San Francisco Centre,San Francisco,California,US,Credit Card - MasterCard,MasterCard,
3260,103260,Body Care and Hygiene,Body Lotion,4,18.32,58,24,2024-06-28,1,2024-06-28,Friday,June,2024,2024Q2,0,Rachel,Durham,Female,68.0,1956-08-19,amanda84@floyd.com,001-571-165-4916x02999,0.0,976.0,1.0,0.0,2021-09-09,2.0,434.4,Town Center at Boca Raton,Boca Raton,Florida,US,Credit Card - Visa,Visa,
3261,103261,Skin Care,Face Wash,2,24.64,13,292,2023-11-01,4,2023-11-01,Wednesday,November,2023,2023Q4,0,Daniel,Mendoza,Other,25.0,1999-09-30,shannon15@hotmail.com,070-779-6233x05651,0.0,667.0,1.0,0.0,2024-06-22,42.0,288.17,The Grove,Los Angeles,California,US,Debit Card - Visa,Visa,
3262,103262,Hair Care,Conditioner,4,16.92,44,320,2021-02-03,7,2021-02-03,Wednesday,February,2021,2021Q1,0,Douglas,Mcdowell,Female,69.0,1956-01-01,sowen@estrada.com,254-278-1467x177,0.0,885.0,5.0,0.0,2025-01-09,27.0,387.42,The Florida Mall,Orlando,Florida,US,Cash,,
3263,103263,Hair Care,Hair Oil,1,46.77,58,117,2021-12-24,10,2021-12-24,Friday,December,2021,2021Q4,0,Rebecca,Barnes,Other,45.0,1979-06-23,gmendoza@yahoo.com,7463101529,1.0,851.0,4.0,0.0,2021-01-05,47.0,93.86,Town Center at Boca Raton,Boca Raton,Florida,US,Google Pay,,
3264,103264,Body Care and Hygiene,Deodorant,1,9.52,1,538,2020-03-19,7,2020-03-19,Thursday,March,2020,2020Q1,0,Alan,Rios,Other,27.0,1997-08-19,ihowell@gmail.com,845-928-7194x09071,0.0,16.0,9.0,1.0,2022-06-06,37.0,320.97,Mall of America,Bloomington,Minnesota,US,Cash,,
3265,103265,Skin Care,Sunscreen,1,78.85,12,380,2024-01-09,3,2024-01-09,Tuesday,January,2024,2024Q1,0,Anne,Saunders,Female,59.0,1965-05-06,gilesashley@schmidt.com,6891808339,0.0,1271.0,4.0,1.0,2022-11-01,24.0,360.1,Metrocentre,Gateshead,Tyne and Wear,UK,Credit Card - AMEX,AMEX,
3266,103266,Hair Care,Shampoo,1,16.89,58,545,2023-04-29,4,2023-04-29,Saturday,April,2023,2023Q2,1,Wesley,Williams,Other,31.0,1993-08-08,halvarez@yahoo.com,378-574-6947x65058,1.0,307.0,8.0,0.0,2020-05-17,34.0,392.46,Town Center at Boca Raton,Boca Raton,Florida,US,Debit Card - Visa,Visa,
3267,103267,Skin Care,Moisturizer,4,94.02,49,497,2021-05-20,7,2021-05-20,Thursday,May,2021,2021Q2,0,Dominic,Jones,Female,57.0,1967-06-18,christian23@yahoo.com,001-045-255-6910x03120,1.0,699.0,9.0,1.0,2022-03-10,48.0,443.63,NorthPark Center,Dallas,Texas,US,Cash,,
3268,103268,Oral Care,Toothpaste,1,19.66,52,903,2022-11-08,4,2022-11-08,Tuesday,November,2022,2022Q4,0,Dale,Jackson,Female,28.0,1996-10-11,ellisrachael@turner.net,001-965-768-5125,1.0,1252.0,9.0,1.0,2020-08-15,40.0,22.68,Pheasant Lane Mall,Nashua,New Hampshire,US,Debit Card - Visa,Visa,
3269,103269,Hair Care,Hair Oil,3,33.54,5,874,2022-12-22,7,2022-12-22,Thursday,December,2022,2022Q4,0,Tammy,Williams,Male,49.0,1975-11-17,shannon05@hotmail.com,001-400-212-2559x8633,0.0,1150.0,5.0,0.0,2020-11-29,18.0,328.61,King of Prussia Mall,Philadelphia,Pennsylvania,US,Cash,,
3270,103270,Skin Care,Sunscreen,2,59.43,53,730,2022-07-08,5,2022-07-08,Friday,July,2022,2022Q3,0,Hayley,Baker,Female,42.0,1982-09-12,scottsmith@gmail.com,+1-724-507-5517x81642,1.0,1478.0,1.0,1.0,2025-02-06,34.0,40.2,SouthPark,Charlotte,North Carolina,US,Debit Card - MasterCard,MasterCard,
3271,103271,Oral Care,Mouthwash,2,10.72,46,67,2022-11-13,5,2022-11-13,Sunday,November,2022,2022Q4,1,Lisa,Kidd,Female,38.0,1986-05-12,jameshale@yahoo.com,+1-240-377-3144,1.0,1294.0,9.0,0.0,2021-10-02,32.0,424.82,Park Meadows,Lone Tree,Colorado,US,Debit Card - MasterCard,MasterCard,
3272,103272,Oral Care,Toothpaste,3,7.87,29,854,2025-01-12,10,2025-01-12,Sunday,January,2025,2025Q1,1,Judith,Valentine,Other,63.0,1961-05-09,willischarles@martin.com,915-454-9374x49731,1.0,338.0,9.0,1.0,2021-12-28,6.0,260.99,The Mall at Millenia,Orlando,Florida,US,Google Pay,,
3273,103273,Body Care and Hygiene,Hand Sanitizer,4,14.88,56,616,2025-01-17,9,2025-01-17,Friday,January,2025,2025Q1,0,Jane,Berry,Male,69.0,1955-03-15,katiesweeney@gmail.com,001-666-046-5551x616,1.0,1408.0,4.0,0.0,2023-01-09,48.0,96.6,The Mall in Columbia,Columbia,Maryland,US,Apple Pay,,
3274,103274,Oral Care,Toothpaste,3,5.45,36,748,2022-08-04,7,2022-08-04,Thursday,August,2022,2022Q3,0,Harry,Cooke,Male,35.0,1989-07-25,jacksonpaul@gmail.com,+1-039-475-1377x06634,0.0,87.0,1.0,1.0,2020-07-15,27.0,308.48,The Mall at Short Hills,Short Hills,New Jersey,US,Cash,,
3275,103275,Hair Care,Conditioner,2,33.94,43,589,2020-02-21,9,2020-02-21,Friday,February,2020,2020Q1,0,Erik,Marshall,Female,48.0,1976-06-12,barbaracoleman@burns-shaw.info,6685618900,1.0,1151.0,2.0,0.0,2020-04-15,1.0,107.29,The Domain,Austin,Texas,US,Apple Pay,,
3276,103276,Oral Care,Mouthwash,4,16.25,48,439,2020-06-04,10,2020-06-04,Thursday,June,2020,2020Q2,0,Steve,Ryan,Male,42.0,1982-11-28,manningdaniel@munoz-miles.com,+1-852-953-5626x247,1.0,636.0,6.0,0.0,2021-06-06,46.0,263.65,Santa Monica Place,Santa Monica,California,US,Google Pay,,
3277,103277,Body Care and Hygiene,Hand Sanitizer,1,7.03,14,794,2023-02-11,6,2023-02-11,Saturday,February,2023,2023Q1,1,Ashley,Adams,Other,19.0,2006-02-06,ericlee@hotmail.com,+1-757-244-1550x788,1.0,1652.0,8.0,1.0,2021-02-15,42.0,174.22,Westfield Stratford City,London,England,UK,PayPal,,
3278,103278,Oral Care,Toothpaste,2,19.08,42,755,2021-04-10,9,2021-04-10,Saturday,April,2021,2021Q2,1,Eric,Rocha,Female,53.0,1971-10-31,wagnertyler@hotmail.com,666-906-6336,1.0,157.0,10.0,1.0,2020-10-29,25.0,40.17,Brookfield Place,New York,New York,US,Apple Pay,,
3279,103279,Skin Care,Face Wash,4,16.95,33,385,2021-09-05,1,2021-09-05,Sunday,September,2021,2021Q3,1,Christopher,Coffey,Other,30.0,1994-11-09,stephanie88@adams.com,+1-118-307-0271x20749,1.0,1625.0,1.0,1.0,2020-10-03,44.0,491.62,Bellevue Square,Bellevue,Washington,US,Credit Card - Visa,Visa,
3280,103280,Oral Care,Mouthwash,4,12.31,50,880,2021-06-23,6,2021-06-23,Wednesday,June,2021,2021Q2,0,David,Richardson,Other,69.0,1955-12-10,vlambert@richardson.biz,1939976619,0.0,1092.0,7.0,0.0,2022-12-10,30.0,277.61,The Summit,Birmingham,Alabama,US,PayPal,,
3281,103281,Skin Care,Lip Balm,4,95.97,37,78,2024-08-18,10,2024-08-18,Sunday,August,2024,2024Q3,1,Cynthia,Knox,Other,42.0,1982-03-02,edward32@white.com,589.928.6159x5040,1.0,1386.0,8.0,1.0,2021-11-09,47.0,498.95,Bloor-Yorkville,Toronto,Ontario,Canada,Google Pay,,
3282,103282,Hair Care,Shampoo,4,15.23,31,618,2023-12-30,1,2023-12-30,Saturday,December,2023,2023Q4,1,Deanna,Morton,Female,18.0,2006-10-06,sharonmoore@hotmail.com,2086876398,0.0,511.0,3.0,0.0,2020-04-02,31.0,170.4,Cherry Creek Shopping Center,Denver,Colorado,US,Credit Card - Visa,Visa,
3283,103283,Hair Care,Shampoo,1,38.76,40,111,2022-08-03,8,2022-08-03,Wednesday,August,2022,2022Q3,0,Erin,Black,Male,67.0,1957-06-10,zoe17@nelson.com,001-744-786-8281x31940,0.0,533.0,3.0,1.0,2021-04-09,20.0,458.5,Perimeter Mall,Atlanta,Georgia,US,BNPL (Buy Now, Pay Later),
3284,103284,Oral Care,Toothpaste,4,9.79,14,889,2024-03-10,9,2024-03-10,Sunday,March,2024,2024Q1,1,Karen,Jennings,Female,42.0,1982-04-01,jameswhite@yahoo.com,+1-427-899-5516,0.0,1027.0,7.0,0.0,2021-09-08,20.0,236.42,Westfield Stratford City,London,England,UK,Apple Pay,,
3285,103285,Body Care and Hygiene,Body Lotion,1,5.42,11,559,2021-05-20,7,2021-05-20,Thursday,May,2021,2021Q2,0,Judith,Brown,Female,19.0,2005-06-15,xmosley@yahoo.com,351.521.2459,0.0,1689.0,3.0,0.0,2021-01-08,10.0,85.41,Roosevelt Field,Garden City,New York,US,Cash,,
3286,103286,Hair Care,Shampoo,3,26.72,44,552,2021-04-12,8,2021-04-12,Monday,April,2021,2021Q2,0,Harry,Christensen,Female,52.0,1972-03-03,porterconnor@hotmail.com,984.506.2454x236,0.0,1139.0,3.0,0.0,2024-03-25,50.0,170.97,The Florida Mall,Orlando,Florida,US,BNPL (Buy Now, Pay Later),
3287,103287,Skin Care,Moisturizer,3,32.36,59,543,2023-06-27,6,2023-06-27,Tuesday,June,2023,2023Q2,0,Jose,Steele,Female,50.0,1974-12-09,patrickkristopher@yahoo.com,894-456-6566x2299,1.0,1362.0,7.0,0.0,2023-05-09,15.0,96.27,The Streets at Southpoint,Durham,North Carolina,US,PayPal,,
3288,103288,Skin Care,Lip Balm,1,82.03,39,322,2023-09-23,8,2023-09-23,Saturday,September,2023,2023Q3,1,Brian,Barnett,Other,42.0,1982-10-27,veronica87@gmail.com,001-458-205-9786,1.0,1090.0,4.0,1.0,2023-05-03,31.0,20.47,Scottsdale Fashion Square,Scottsdale,Arizona,US,BNPL (Buy Now, Pay Later),
3289,103289,Body Care and Hygiene,Hand Sanitizer,4,6.28,39,830,2020-07-01,2,2020-07-01,Wednesday,July,2020,2020Q3,0,Stephanie,Murphy,Female,69.0,1955-07-19,gina70@hotmail.com,559.461.6184,1.0,1586.0,6.0,1.0,2020-11-28,33.0,485.14,Scottsdale Fashion Square,Scottsdale,Arizona,US,Credit Card - MasterCard,MasterCard,
3290,103290,Skin Care,Moisturizer,2,16.65,11,278,2021-09-02,2,2021-09-02,Thursday,September,2021,2021Q3,0,Brian,Foster,Male,51.0,1973-11-04,ncooper@brown.net,(509)258-8441,1.0,1790.0,1.0,1.0,2025-01-11,49.0,411.39,Roosevelt Field,Garden City,New York,US,Credit Card - MasterCard,MasterCard,
3291,103291,Oral Care,Toothpaste,1,5.81,45,282,2020-07-05,10,2020-07-05,Sunday,July,2020,2020Q3,1,Christina,Todd,Male,66.0,1958-09-13,charles08@yahoo.com,001-110-307-6314x40822,1.0,1310.0,6.0,0.0,2023-11-27,30.0,419.86,Westfield Annapolis,Annapolis,Maryland,US,Google Pay,,
3292,103292,Skin Care,Lip Balm,2,46.46,2,517,2024-04-24,10,2024-04-24,Wednesday,April,2024,2024Q2,0,David,Ferguson,Male,70.0,1954-03-16,davidthomas@yahoo.com,(207)299-2339,1.0,1338.0,10.0,1.0,2021-10-16,21.0,496.17,The Galleria,Houston,Texas,US,Google Pay,,
3293,103293,Skin Care,Sunscreen,2,90.04,3,520,2022-03-23,8,2022-03-23,Wednesday,March,2022,2022Q1,0,Mark,Brewer,Other,33.0,1991-06-05,bkennedy@barnes.org,3377264547,0.0,1648.0,2.0,1.0,2024-02-02,35.0,417.26,Westfield London,London,England,UK,BNPL (Buy Now, Pay Later),
3294,103294,Body Care and Hygiene,Deodorant,1,19.1,36,767,2020-09-20,6,2020-09-20,Sunday,September,2020,2020Q3,1,Rebecca,Robinson,Male,29.0,1995-11-23,parsonsanthony@franklin-jones.biz,303-275-4809,0.0,809.0,8.0,1.0,2023-07-04,46.0,241.21,The Mall at Short Hills,Short Hills,New Jersey,US,PayPal,,
3295,103295,Skin Care,Moisturizer,4,21.28,11,566,2020-09-25,3,2020-09-25,Friday,September,2020,2020Q3,0,Michelle,West,Female,60.0,1964-07-25,lopezcrystal@campbell.info,334.814.4246,0.0,1256.0,5.0,1.0,2021-09-29,36.0,199.03,Roosevelt Field,Garden City,New York,US,Credit Card - AMEX,AMEX,
3296,103296,Skin Care,Sunscreen,3,69.71,56,562,2022-05-03,4,2022-05-03,Tuesday,May,2022,2022Q2,0,Patricia,Hernandez,Male,37.0,1987-10-29,bergerjohn@hotmail.com,+1-083-293-9310x05848,0.0,1261.0,10.0,0.0,2023-04-26,36.0,425.71,The Mall in Columbia,Columbia,Maryland,US,Debit Card - Visa,Visa,
3297,103297,Hair Care,Conditioner,4,31.72,20,835,2024-06-13,3,2024-06-13,Thursday,June,2024,2024Q2,0,Natalie,Evans,Other,67.0,1957-09-07,qlarson@rodriguez.org,(809)626-7724x144,1.0,1628.0,8.0,0.0,2023-02-22,3.0,105.31,The Trafford Centre,Manchester,Greater Manchester,UK,Credit Card - AMEX,AMEX,
3298,103298,Skin Care,Lip Balm,1,38.28,33,965,2023-11-24,7,2023-11-24,Friday,November,2023,2023Q4,0,Maria,Wong,Male,63.0,1961-12-04,justinanthony@melton.com,154.432.9958x312,1.0,1776.0,8.0,0.0,2020-03-15,45.0,319.95,Bellevue Square,Bellevue,Washington,US,Cash,,
3299,103299,Hair Care,Shampoo,4,5.78,44,404,2024-01-05,7,2024-01-05,Friday,January,2024,2024Q1,0,David,Avila,Other,70.0,1955-01-23,deanpennington@gmail.com,(593)405-1930x43903,0.0,617.0,4.0,1.0,2024-07-06,45.0,18.07,The Florida Mall,Orlando,Florida,US,Cash,,
3300,103300,Body Care and Hygiene,Deodorant,2,22.24,59,1,2021-02-02,6,2021-02-02,Tuesday,February,2021,2021Q1,0,Patricia,Macdonald,Female,51.0,1973-12-16,wilsonchristopher@hotmail.com,(568)800-3705,1.0,590.0,3.0,0.0,2022-03-10,49.0,453.22,The Streets at Southpoint,Durham,North Carolina,US,PayPal,,
3301,103301,Body Care and Hygiene,Hand Sanitizer,4,9.72,41,548,2024-09-24,9,2024-09-24,Tuesday,September,2024,2024Q3,0,Melissa,Davis,Other,49.0,1975-04-08,xthomas@anderson.com,268.202.5809,1.0,465.0,2.0,0.0,2020-07-27,37.0,133.08,Stanford Shopping Center,Palo Alto,California,US,Apple Pay,,
3302,103302,Hair Care,Hair Oil,3,32.04,42,599,2022-08-21,6,2022-08-21,Sunday,August,2022,2022Q3,1,Joshua,Williams,Male,57.0,1967-09-09,veronicalewis@yahoo.com,895-704-1607x5262,1.0,118.0,5.0,1.0,2025-01-15,36.0,61.77,Brookfield Place,New York,New York,US,PayPal,,
3303,103303,Skin Care,Sunscreen,1,96.78,49,801,2020-04-23,7,2020-04-23,Thursday,April,2020,2020Q2,0,Steven,Austin,Other,65.0,1960-01-03,reginaldortiz@gmail.com,001-772-791-7530x8097,0.0,326.0,7.0,1.0,2023-01-03,24.0,478.83,NorthPark Center,Dallas,Texas,US,Cash,,
3304,103304,Skin Care,Sunscreen,2,87.4,51,723,2022-04-07,9,2022-04-07,Thursday,April,2022,2022Q2,0,Michael,Maxwell,Male,53.0,1972-01-21,diane05@choi.com,001-297-102-5233x3751,0.0,532.0,9.0,1.0,2022-07-13,22.0,371.9,CambridgeSide,Cambridge,Massachusetts,US,Apple Pay,,
3305,103305,Skin Care,Lip Balm,4,57.66,21,2,2025-01-21,4,2025-01-21,Tuesday,January,2025,2025Q1,0,Destiny,Evans,Other,56.0,1968-07-13,garciarobert@meyers.info,3579858634,0.0,648.0,4.0,0.0,2024-07-02,23.0,49.87,Fashion Show Mall,Las Vegas,Nevada,US,Debit Card - Visa,Visa,
3306,103306,Oral Care,Mouthwash,4,4.08,51,633,2022-01-07,10,2022-01-07,Friday,January,2022,2022Q1,0,Rebecca,Walker,Female,19.0,2006-01-01,christophershort@hotmail.com,001-238-099-9846,0.0,1084.0,4.0,0.0,2021-02-03,3.0,262.66,CambridgeSide,Cambridge,Massachusetts,US,Google Pay,,
3307,103307,Body Care and Hygiene,Hand Sanitizer,1,10.43,28,907,2024-04-12,6,2024-04-12,Friday,April,2024,2024Q2,0,John,Hooper,Female,20.0,2004-08-23,alan82@hotmail.com,175-705-6450,1.0,325.0,2.0,1.0,2021-10-14,3.0,426.14,Dolphin Mall,Miami,Florida,US,PayPal,,
3308,103308,Body Care and Hygiene,Deodorant,2,27.65,44,653,2023-06-22,1,2023-06-22,Thursday,June,2023,2023Q2,0,Benjamin,Khan,Other,63.0,1961-06-27,michaelanderson@walker.com,(644)168-3523x021,1.0,579.0,4.0,1.0,2023-03-17,49.0,349.72,The Florida Mall,Orlando,Florida,US,Credit Card - Visa,Visa,
3309,103309,Hair Care,Conditioner,2,24.36,37,108,2025-02-02,6,2025-02-02,Sunday,February,2025,2025Q1,1,April,Calhoun,Other,47.0,1977-04-02,derek02@gmail.com,001-335-036-0499x037,1.0,900.0,1.0,0.0,2020-05-28,5.0,170.56,Bloor-Yorkville,Toronto,Ontario,Canada,PayPal,,
3310,103310,Oral Care,Mouthwash,1,13.33,38,149,2020-09-12,8,2020-09-12,Saturday,September,2020,2020Q3,1,Kathy,Moore,Other,31.0,1993-05-04,wattsalexander@williams.com,584.099.4991x577,1.0,1291.0,7.0,0.0,2022-10-26,50.0,280.97,The Shops at La Cantera,San Antonio,Texas,US,BNPL (Buy Now, Pay Later),
3311,103311,Oral Care,Mouthwash,3,19.2,37,580,2024-07-25,8,2024-07-25,Thursday,July,2024,2024Q3,0,Joseph,Hunter,Male,30.0,1994-09-27,jeffpearson@hall.biz,675.828.6297,0.0,178.0,2.0,1.0,2024-04-01,2.0,72.02,Bloor-Yorkville,Toronto,Ontario,Canada,BNPL (Buy Now, Pay Later),
3312,103312,Body Care and Hygiene,Hand Sanitizer,1,20.41,2,244,2020-08-18,3,2020-08-18,Tuesday,August,2020,2020Q3,0,Shane,Morris,Male,52.0,1972-08-30,adam83@yahoo.com,001-369-535-6015,1.0,988.0,5.0,1.0,2023-01-11,30.0,111.36,The Galleria,Houston,Texas,US,Credit Card - AMEX,AMEX,
3313,103313,Hair Care,Conditioner,3,21.83,6,227,2020-11-02,5,2020-11-02,Monday,November,2020,2020Q4,0,James,Wright,Other,56.0,1969-02-05,rodriguezallison@walker-bautista.com,+1-749-247-2936,1.0,204.0,5.0,1.0,2021-09-27,24.0,282.17,Aventura Mall,Miami,Florida,US,Debit Card - MasterCard,MasterCard,
3314,103314,Body Care and Hygiene,Deodorant,1,18.58,37,874,2023-04-08,7,2023-04-08,Saturday,April,2023,2023Q2,1,Tammy,Williams,Male,49.0,1975-11-17,shannon05@hotmail.com,001-400-212-2559x8633,0.0,1150.0,5.0,0.0,2020-11-29,18.0,328.61,Bloor-Yorkville,Toronto,Ontario,Canada,Cash,,
3315,103315,Body Care and Hygiene,Deodorant,3,29.25,42,724,2020-03-01,9,2020-03-01,Sunday,March,2020,2020Q1,1,Leah,Mcguire,Female,26.0,1998-09-25,kathysantana@doyle.org,492.188.7899x03777,0.0,1046.0,10.0,1.0,2020-06-04,20.0,104.16,Brookfield Place,New York,New York,US,Apple Pay,,
3316,103316,Skin Care,Moisturizer,2,62.52,11,98,2023-02-22,6,2023-02-22,Wednesday,February,2023,2023Q1,0,Sherri,David,Other,28.0,1996-11-24,qmiller@obrien-perez.info,+1-538-460-1772x27004,1.0,1541.0,6.0,1.0,2024-05-29,23.0,209.68,Roosevelt Field,Garden City,New York,US,PayPal,,
3317,103317,Skin Care,Sunscreen,2,17.67,16,69,2024-11-20,3,2024-11-20,Wednesday,November,2024,2024Q4,0,Sean,Mccormick,Male,54.0,1971-01-26,inewman@hotmail.com,527-004-0172x23970,1.0,503.0,7.0,1.0,2021-11-22,13.0,387.65,The Oracle,Reading,Berkshire,UK,Credit Card - AMEX,AMEX,
